company_top5,title,location,avg_experience,avg_base_salary
APPLE,"HARDWARE ENGINEER","Austin, TX",7.318181818181818,140636.36363636365
OTHERS,"SOFTWARE ENGINEER","Milpitas, CA",8.101694915254237,140576.2711864407
AMAZON,"SOFTWARE ENGINEER","Arlington, VA",4.5,140500
OTHERS,SALES,"Seattle, WA",9.533333333333333,140466.66666666666
GOOGLE,"SOFTWARE ENGINEER","Irvine, CA",7.809523809523809,140428.57142857142
ORACLE,"SOFTWARE ENGINEER","Redwood City, CA",8.476190476190476,140388.88888888888
OTHERS,"MECHANICAL ENGINEER","San Francisco, CA",3.6153846153846154,140384.61538461538
OTHERS,"SOFTWARE ENGINEERING MANAGER","Phoenix, AZ",15.375,140375
OTHERS,"SOFTWARE ENGINEER","Needham, MA",6,140272.72727272726
APPLE,"SOFTWARE ENGINEER","San Diego, CA",7.235294117647059,140176.4705882353
OTHERS,"PRODUCT MANAGER","Phoenix, AZ",9.555555555555555,140111.11111111112
AMAZON,"SOLUTION ARCHITECT","Chicago, IL",12.846153846153847,140076.92307692306
OTHERS,"PRODUCT DESIGNER","Seattle, WA",7.482142857142857,140071.42857142858
OTHERS,"DATA SCIENTIST","New York, NY",4.424657534246576,140004.56621004565
OTHERS,"SOFTWARE ENGINEERING MANAGER","Melbourne, VI, Australia",14,140000
OTHERS,"PRODUCT MANAGER","Roseland, NJ",5.5,140000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Waltham, MA",22.5,140000
AMAZON,"SOFTWARE ENGINEERING MANAGER","Boston, MA",16.22222222222222,140000
AMAZON,"MANAGEMENT CONSULTANT","Nashville, TN",25,140000
AMAZON,"SOLUTION ARCHITECT","Ottawa, ON, Canada",10,140000
AMAZON,"PRODUCT DESIGNER","Los Angeles, CA",4,140000
AMAZON,"SOFTWARE ENGINEER","Kansas City, KS",4,140000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Lehi, UT",10,140000
APPLE,"SOFTWARE ENGINEER","Hong Kong, HK, Hong Kong (SAR)",6,140000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Campbell, CA",7,140000
OTHERS,"SOFTWARE ENGINEER","California, PA",6,140000
OTHERS,"MECHANICAL ENGINEER","Ridley Park, PA",18,140000
OTHERS,"TECHNICAL PROGRAM MANAGER","Vancouver, WA",6,140000
OTHERS,SALES,"Jersey City, NJ",12,140000
OTHERS,"SOLUTION ARCHITECT","Irvine, CA",9.166666666666666,140000
OTHERS,MARKETING,"Bloomfield, CT",15,140000
OTHERS,"SOFTWARE ENGINEER","Brussels, BU, Belgium",20,140000
OTHERS,"DATA SCIENTIST","Bellevue, WA",4.363636363636363,140000
OTHERS,"HUMAN RESOURCES","Seoul, KG, Korea, South",18,140000
OTHERS,"TECHNICAL PROGRAM MANAGER","Round Rock, TX",7,140000
OTHERS,"TECHNICAL PROGRAM MANAGER","Texas City, TX",24,140000
OTHERS,"SOFTWARE ENGINEER","Texas City, TX",7.5,140000
OTHERS,"DATA SCIENTIST","Warren, MI",5,140000
OTHERS,"TECHNICAL PROGRAM MANAGER","Detroit, MI",10,140000
GOOGLE,"TECHNICAL PROGRAM MANAGER","London, EN, United Kingdom",13.5,140000
GOOGLE,"HUMAN RESOURCES","Los Angeles, CA",7,140000
GOOGLE,"MANAGEMENT CONSULTANT","Chicago, IL",15,140000
GOOGLE,"SOFTWARE ENGINEER","Denver, CO",12,140000
OTHERS,"SOLUTION ARCHITECT","Roseville, CA",15,140000
OTHERS,"HARDWARE ENGINEER","Jersey City, NJ",20,140000
OTHERS,"DATA SCIENTIST","New City, NY",6,140000
OTHERS,"HARDWARE ENGINEER","Dublin, DN, Ireland",7,140000
OTHERS,"TECHNICAL PROGRAM MANAGER","Haifa, HA, Israel",20.5,140000
OTHERS,MARKETING,"Newark, CA",8,140000
OTHERS,"MECHANICAL ENGINEER","Fort Lauderdale, FL",10.5,140000
OTHERS,"PRODUCT MANAGER","Plantation Acres, FL",10,140000
OTHERS,"PRODUCT DESIGNER","Warsaw, MZ, Poland",13,140000
MICROSOFT,"TECHNICAL PROGRAM MANAGER","Dallas, TX",12,140000
MICROSOFT,"MECHANICAL ENGINEER","California City, CA",2,140000
MICROSOFT,"SOFTWARE ENGINEERING MANAGER","Belgrade, SR, Serbia",10,140000
ORACLE,"PRODUCT MANAGER","Pleasanton, CA",18.333333333333332,140000
ORACLE,"SOFTWARE ENGINEER","Fairfax, VA",16,140000
ORACLE,"SOFTWARE ENGINEER","Tampa, FL",17,140000
OTHERS,"BUSINESS ANALYST","Norwalk, CT",9,140000
OTHERS,"BUSINESS ANALYST","Bellevue, WA",7.75,140000
OTHERS,"PRODUCT MANAGER","Ireland, IN",9,140000
OTHERS,"HARDWARE ENGINEER","Portland, OR",9.275,139775
OTHERS,"SOFTWARE ENGINEER","Pleasanton, CA",6.4828125,139712.5
OTHERS,"PRODUCT MANAGER","Stamford, CT",12,139666.66666666666
OTHERS,"MANAGEMENT CONSULTANT","Singapore, SG, Singapore",8.375,139625
OTHERS,"PRODUCT MANAGER","Dallas, TX",9.444444444444445,139592.59259259258
OTHERS,"HUMAN RESOURCES","Dallas, TX",15.5,139500
OTHERS,RECRUITER,"Palo Alto, CA",9,139500
OTHERS,"PRODUCT MANAGER","Pleasanton, CA",5.454545454545454,139484.84848484848
AMAZON,"SOFTWARE ENGINEER","Newark, NJ",3.2222222222222223,139444.44444444444
OTHERS,"TECHNICAL PROGRAM MANAGER","Phoenix, AZ",18.4,139400
MICROSOFT,"DATA SCIENTIST","Redmond, WA",4.94368932038835,139271.84466019418
AMAZON,"SOFTWARE ENGINEER","San Luis Obispo, CA",6.25,139250
OTHERS,"PRODUCT DESIGNER","Santa Clara, CA",8.857142857142858,139214.2857142857
AMAZON,"SOLUTION ARCHITECT","Philadelphia, PA",6.4,139200
OTHERS,"HARDWARE ENGINEER","Fremont, CA",6.125,139187.5
AMAZON,"SOFTWARE ENGINEER","Los Angeles, CA",4.681818181818182,139181.81818181818
AMAZON,"SOFTWARE ENGINEER","Nashville, TN",5.416666666666667,139000
AMAZON,"HUMAN RESOURCES","Seattle, WA",11.304347826086957,139000
AMAZON,"PRODUCT DESIGNER","Boston, MA",5,139000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Colorado Springs, CO",15,139000
OTHERS,"MANAGEMENT CONSULTANT","Copenhagen , SK, Denmark",6,139000
MICROSOFT,"MANAGEMENT CONSULTANT","Seattle, WA",8,139000
MICROSOFT,"SOFTWARE ENGINEER","Berkeley, CA",1,139000
OTHERS,"SOFTWARE ENGINEER","Fremont, CA",4.596153846153846,138865.38461538462
AMAZON,"SOLUTION ARCHITECT","Sunnyvale, CA",10.5,138750
GOOGLE,"SOFTWARE ENGINEER","Boston, MA",5.277777777777778,138722.22222222222
OTHERS,"PRODUCT MANAGER","Tampa, FL",15.333333333333334,138666.66666666666
OTHERS,"SOFTWARE ENGINEER","Burlington, MA",7.318181818181818,138545.45454545456
OTHERS,MARKETING,"Austin, TX",10.954545454545455,138545.45454545456
OTHERS,RECRUITER,"San Francisco, CA",7.135135135135135,138513.51351351352
APPLE,"BUSINESS ANALYST","Cupertino, CA",7.666666666666667,138500
OTHERS,"DATA SCIENTIST","San Ramon, CA",4.5,138500
OTHERS,"HARDWARE ENGINEER","Petah Tiqva, HM, Israel",6.5,138500
MICROSOFT,SALES,"New York, NY",7.666666666666667,138500
OTHERS,"SOFTWARE ENGINEER","Carlsbad, CA",8.090909090909092,138454.54545454544
OTHERS,"SOFTWARE ENGINEER","Brooklyn Park, MN",9.25,138250
OTHERS,"SOFTWARE ENGINEER","Boulder, CO",7.660194174757281,138194.17475728155
OTHERS,"MANAGEMENT CONSULTANT","Denver, CO",6.5,138125
OTHERS,"PRODUCT MANAGER","Denver, CO",8.928571428571429,138071.42857142858
AMAZON,"TECHNICAL PROGRAM MANAGER","Tustin, CA",5,138000
AMAZON,"PRODUCT MANAGER","Delhi, DL, India",17,138000
OTHERS,"HARDWARE ENGINEER","Raleigh, NC",12.571428571428571,138000
APPLE,"DATA SCIENTIST","San Jose, CA",5.5,138000
OTHERS,"TECHNICAL PROGRAM MANAGER","Columbia, MD",8,138000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Edmonton, AB, Canada",16,138000
GOOGLE,SALES,"Seattle, WA",13,138000
GOOGLE,"PRODUCT MANAGER","Pittsburgh, PA",8,138000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Jerusalem, JM, Israel",9,138000
MICROSOFT,"DATA SCIENTIST","Redmond, UT",2,138000
MICROSOFT,"SOFTWARE ENGINEER","Milwaukee, WI",7,138000
ORACLE,"PRODUCT DESIGNER","New York, NY",20,138000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Boulder, CO",15.8,138000
OTHERS,MARKETING,"Rochester, NY",28,138000
MICROSOFT,"DATA SCIENTIST","Sunnyvale, CA",2.3333333333333335,137888.88888888888
AMAZON,"PRODUCT DESIGNER","Arlington, VA",7,137800
ORACLE,"SOFTWARE ENGINEER","Burlington, MA",5.875,137625
OTHERS,RECRUITER,"San Jose, CA",10.6,137600
AMAZON,"SOFTWARE ENGINEERING MANAGER","San Francisco, CA",13.774193548387096,137516.12903225806
AMAZON,"SOLUTION ARCHITECT","Arlington, VA",7.75,137500
AMAZON,"SOLUTION ARCHITECT","Montreal, QC, Canada",16,137500
APPLE,"PRODUCT DESIGNER","Sunnyvale, CA",6,137500
GOOGLE,"MECHANICAL ENGINEER","Sunnyvale, CA",7.5,137500
OTHERS,"SOFTWARE ENGINEER","Stratford, CT",8.5,137500
MICROSOFT,"SOLUTION ARCHITECT","Tampa, FL",16,137500
OTHERS,"HUMAN RESOURCES","Santa Clara, CA",12,137500
MICROSOFT,"SOFTWARE ENGINEER","Redmond, WA",6.420052264808362,137419.64982578397
MICROSOFT,"SOFTWARE ENGINEER","Bellevue, WA",5.057591623036649,137369.10994764397
APPLE,"HARDWARE ENGINEER","San Francisco, CA",9.166666666666666,137333.33333333334
OTHERS,"TECHNICAL PROGRAM MANAGER","Irvine, CA",12.333333333333334,137333.33333333334
OTHERS,"SOFTWARE ENGINEER","Fulton, MD",11.666666666666666,137333.33333333334
OTHERS,"HARDWARE ENGINEER","Milpitas, CA",5.230769230769231,137307.6923076923
OTHERS,"SOFTWARE ENGINEER","Ontario, CA",8,137250
OTHERS,"SOFTWARE ENGINEER","Brooklyn, NY",4.675,137200
MICROSOFT,"SOFTWARE ENGINEER","Austin, TX",11,137200
OTHERS,"SOFTWARE ENGINEER","Miami, FL",8.416666666666666,137166.66666666666
AMAZON,"PRODUCT DESIGNER","Seattle, WA",8.24731182795699,137000
AMAZON,MARKETING,"New York, NY",9.875,137000
OTHERS,SALES,"Veldhoven, NB, Netherlands",10,137000
OTHERS,"HUMAN RESOURCES","Winston Salem, NC",8,137000
MICROSOFT,"SOFTWARE ENGINEER","Pleasanton, CA",2,137000
OTHERS,"HUMAN RESOURCES","Palo Alto, CA",7.6,137000
OTHERS,"SOFTWARE ENGINEER","Bergenfield, NJ",10,137000
OTHERS,"SOFTWARE ENGINEER","Zurich, ZH, Switzerland",5.761904761904762,136904.7619047619
OTHERS,"SOFTWARE ENGINEER","Manhattan Beach, CA",6.333333333333333,136888.88888888888
AMAZON,"HUMAN RESOURCES","New York, NY",12.5,136750
OTHERS,"MECHANICAL ENGINEER","New York, NY",7,136750
OTHERS,"SOFTWARE ENGINEERING MANAGER","Singapore, SG, Singapore",10.727272727272727,136636.36363636365
OTHERS,"MANAGEMENT CONSULTANT","Boston, MA",4.75,136535.7142857143
AMAZON,"SOFTWARE ENGINEER","Haifa, HA, Israel",9.75,136500
OTHERS,"SOLUTION ARCHITECT","Chicago, IL",10.285714285714286,136428.57142857142
OTHERS,"MANAGEMENT CONSULTANT","Los Angeles, CA",7.2631578947368425,136368.42105263157
AMAZON,"SOFTWARE ENGINEER","Bellevue, WA",5.892857142857143,136321.42857142858
OTHERS,"PRODUCT MANAGER","Chicago, IL",7.5813953488372094,136232.55813953487
AMAZON,"SOFTWARE ENGINEER","Palo Alto, CA",4.625,136202.38095238095
AMAZON,"SOFTWARE ENGINEER","Detroit, MI",3.8,136200
AMAZON,"SOFTWARE ENGINEER","Boston, MA",5.25,136039.68253968254
OTHERS,"MANAGEMENT CONSULTANT","Minneapolis, MN",5.75,136000
AMAZON,RECRUITER,"Sacramento, CA",20,136000
AMAZON,"SOFTWARE ENGINEER","San Jose, CA",10.2,136000
APPLE,"MECHANICAL ENGINEER","Santa Clara, CA",3,136000
OTHERS,"TECHNICAL PROGRAM MANAGER","Warren, MI",9,136000
OTHERS,"DATA SCIENTIST","Paris, IL, France",20,136000
OTHERS,"BUSINESS ANALYST","Tokyo, TY, Japan",10,136000
OTHERS,"HUMAN RESOURCES","Jacksonville, FL",20,136000
OTHERS,MARKETING,"Irvine, CA",11.5,135833.33333333334
GOOGLE,"PRODUCT MANAGER","Los Angeles, CA",6.4,135800
OTHERS,"MECHANICAL ENGINEER","Sunnyvale, CA",6.2,135733.33333333334
OTHERS,"SOFTWARE ENGINEER","Portland, OR",9.198757763975156,135716.8944099379
ORACLE,"SOFTWARE ENGINEER","San Jose, CA",5.3076923076923075,135692.3076923077
OTHERS,"SOFTWARE ENGINEERING MANAGER","Hillsboro, OR",13.333333333333334,135666.66666666666
OTHERS,"DATA SCIENTIST","Tel Aviv, TA, Israel",5.875,135625
OTHERS,"SOLUTION ARCHITECT","Singapore, SG, Singapore",12.5,135625
OTHERS,"PRODUCT MANAGER","Atlanta, GA",9.380952380952381,135476.19047619047
GOOGLE,"HUMAN RESOURCES","Mountain View, CA",6.888888888888889,135333.33333333334
OTHERS,"TECHNICAL PROGRAM MANAGER","Boston, MA",9.666666666666666,135333.33333333334
OTHERS,"PRODUCT MANAGER","Cambridge, MA",5.1,135300
OTHERS,"PRODUCT DESIGNER","Palo Alto, CA",4.735294117647059,135264.70588235295
OTHERS,"SOFTWARE ENGINEERING MANAGER","Cincinnati, OH",9.5,135250
OTHERS,"SOFTWARE ENGINEER","Mill Valley, CA",8,135250
GOOGLE,"SOFTWARE ENGINEER","Los Angeles, CA",5.482758620689655,135241.37931034484
GOOGLE,"SOFTWARE ENGINEER","San Diego, CA",5.909090909090909,135090.9090909091
OTHERS,"SOFTWARE ENGINEER","Placerville, CA",1,135000
AMAZON,"PRODUCT DESIGNER","Aliso Viejo, CA",14,135000
AMAZON,"HUMAN RESOURCES","Columbus, OH",13,135000
AMAZON,"MECHANICAL ENGINEER","Redmond, WA",7,135000
AMAZON,"MECHANICAL ENGINEER","Boston, MA",10.5,135000
AMAZON,"HUMAN RESOURCES","Sunnyvale, CA",14.5,135000
AMAZON,"TECHNICAL PROGRAM MANAGER","Cleveland, OH",10,135000
AMAZON,"MECHANICAL ENGINEER","San Francisco, CA",5,135000
AMAZON,"MECHANICAL ENGINEER","Washington, DC",9,135000
AMAZON,"PRODUCT MANAGER","Culver City, CA",0,135000
OTHERS,"TECHNICAL PROGRAM MANAGER","Fort Worth, TX",20,135000
APPLE,"SOFTWARE ENGINEER","Munich, BY, Germany",11,135000
APPLE,"HARDWARE ENGINEER","Texas City, TX",1,135000
OTHERS,"HARDWARE ENGINEER","Melbourne, FL",15,135000
OTHERS,"SOFTWARE ENGINEER","Las Tablas, LS, Panama",15,135000
OTHERS,"TECHNICAL PROGRAM MANAGER","Tampa, FL",15,135000
OTHERS,"SOFTWARE ENGINEER","Fresno, CA",13,135000
OTHERS,"SOFTWARE ENGINEER","Bonn, NW, Germany",19,135000
OTHERS,"MANAGEMENT CONSULTANT","Portland, OR",14,135000
OTHERS,MARKETING,"South San Francisco, CA",5,135000
OTHERS,"BUSINESS ANALYST","Kirkland, WA",7,135000
GOOGLE,"PRODUCT DESIGNER","Zurich, ZH, Switzerland",10,135000
OTHERS,"SOFTWARE ENGINEER","Palm Beach, FL",5,135000
OTHERS,"SOFTWARE ENGINEER","Fargo, ND",20,135000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Oakland, CA",18.333333333333332,135000
OTHERS,"SOFTWARE ENGINEER","Saint Peters, MO",12,135000
OTHERS,"DATA SCIENTIST","Manassas, VA",1,135000
MICROSOFT,SALES,"Brisbane, QL, Australia",19,135000
MICROSOFT,"SOLUTION ARCHITECT","San Diego, CA",20,135000
MICROSOFT,"HUMAN RESOURCES","Charlotte, NC",10,135000
MICROSOFT,"MANAGEMENT CONSULTANT","Atlanta, GA",15,135000
MICROSOFT,"DATA SCIENTIST","Denver, CO",2,135000
MICROSOFT,"SOLUTION ARCHITECT","Grand Rapids, MI",4,135000
OTHERS,MARKETING,"Boulder, CO",12,135000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Melbourne, FL",7,135000
OTHERS,"SOFTWARE ENGINEER","Fort Bragg, NC",5,135000
ORACLE,"SOFTWARE ENGINEER","Reston, VA",14.285714285714286,135000
ORACLE,SALES,"San Diego, CA",15,135000
ORACLE,"HUMAN RESOURCES","Seattle, WA",9,135000
OTHERS,"SOLUTION ARCHITECT","Berlin, BE, Germany",14,135000
OTHERS,"PRODUCT DESIGNER","Newark, NJ",7,135000
OTHERS,"SOFTWARE ENGINEER","Buffalo, NY",4,135000
OTHERS,"PRODUCT MANAGER","Barcelona, CT, Spain",8,135000
OTHERS,"DATA SCIENTIST","Birmingham, AL",6,135000
OTHERS,"SOFTWARE ENGINEER","Claymont, DE",6,135000
OTHERS,"SOFTWARE ENGINEER","Coppell, TX",13,135000
OTHERS,"SOFTWARE ENGINEER","New Braunfels, TX",8,135000
MICROSOFT,"PRODUCT DESIGNER","Seattle, WA",6.482758620689655,134965.5172413793
OTHERS,"SOFTWARE ENGINEER","Newark, NJ",4.6875,134937.5
OTHERS,"SOFTWARE ENGINEER","Pittsburgh, PA",5.2075471698113205,134764.15094339623
ORACLE,"SOFTWARE ENGINEER","Austin, TX",7.291666666666667,134625
MICROSOFT,"SOFTWARE ENGINEER","Herzliyya, TA, Israel",7.555555555555555,134555.55555555556
AMAZON,"SOFTWARE ENGINEER","Minneapolis, MN",5.7272727272727275,134545.45454545456
OTHERS,"SOLUTION ARCHITECT","Los Angeles, CA",10.272727272727273,134545.45454545456
OTHERS,"SOLUTION ARCHITECT","San Diego, CA",11.916666666666666,134500
OTHERS,MARKETING,"Pittsburgh, PA",8,134500
OTHERS,"TECHNICAL PROGRAM MANAGER","Portland, OR",14,134500
OTHERS,"SOFTWARE ENGINEER","Columbia, MD",7.666666666666667,134500
ORACLE,"SOFTWARE ENGINEER","Denver, CO",15.4,134400
OTHERS,"DATA SCIENTIST","Pleasanton, CA",3.4,134400
OTHERS,"SOFTWARE ENGINEER","Goshen, IN",15,134333.33333333334
OTHERS,"TECHNICAL PROGRAM MANAGER","Vancouver, BC, Canada",4.666666666666667,134333.33333333334
AMAZON,"SOLUTION ARCHITECT","Washington, DC",13,134250
OTHERS,"SOFTWARE ENGINEERING MANAGER","Kansas City, MO",11.4,134200
OTHERS,"HARDWARE ENGINEER","Austin, TX",8.4640522875817,134130.71895424835
OTHERS,"MANAGEMENT CONSULTANT","Charlotte, NC",6,134000
AMAZON,"SOFTWARE ENGINEER","Raleigh, NC",5,134000
AMAZON,"SOFTWARE ENGINEER","Sunnyvale, TX",4,134000
OTHERS,"PRODUCT MANAGER","Fairfax, VA",5.25,134000
GOOGLE,"SOFTWARE ENGINEER","Washington, DC",3.5,134000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Kiev, KC, Ukraine",10,134000
MICROSOFT,"HARDWARE ENGINEER","Mountain View, CA",3.6,134000
OTHERS,"PRODUCT DESIGNER","Tampa, FL",22,134000
AMAZON,"HARDWARE ENGINEER","Seattle, WA",8.80952380952381,133952.38095238095
OTHERS,"SOFTWARE ENGINEER","Cambridge, MA",5.158181818181818,133936.36363636365
GOOGLE,"SOLUTION ARCHITECT","San Francisco, CA",11.166666666666666,133833.33333333334
GOOGLE,"SOFTWARE ENGINEER","Austin, TX",6.178571428571429,133785.7142857143
OTHERS,"MANAGEMENT CONSULTANT","Chicago, IL",6.193181818181818,133761.36363636365
AMAZON,"DATA SCIENTIST","Los Angeles, CA",4.333333333333333,133666.66666666666
OTHERS,"TECHNICAL PROGRAM MANAGER","Irving, TX",10.333333333333334,133666.66666666666
GOOGLE,"DATA SCIENTIST","Sunnyvale, CA",3.75,133666.66666666666
AMAZON,"SOFTWARE ENGINEER","Irvine, CA",6.153658536585366,133548.78048780488
OTHERS,"SOFTWARE ENGINEER","Irvine, CA",7.074074074074074,133527.77777777778
AMAZON,"HUMAN RESOURCES","Arlington, VA",18,133500
OTHERS,"SOFTWARE ENGINEERING MANAGER","Stuttgart, BW, Germany",13,133500
OTHERS,"MECHANICAL ENGINEER","Milpitas, CA",7,133500
OTHERS,"SOFTWARE ENGINEERING MANAGER","Indianapolis, IN",7.666666666666667,133333.33333333334
MICROSOFT,"SOFTWARE ENGINEER","Seattle, WA",5.729001584786054,133301.3470681458
MICROSOFT,"TECHNICAL PROGRAM MANAGER","Atlanta, GA",9.5,133250
ORACLE,"SOFTWARE ENGINEER","Cape Town, WC, South Africa",9,133250
OTHERS,RECRUITER,"San Diego, CA",9.25,133250
OTHERS,"SOFTWARE ENGINEER","Waltham, MA",7.024390243902439,133024.39024390245
AMAZON,"SOFTWARE ENGINEER","Austin, TX",5.927835051546392,133010.30927835053
OTHERS,"TECHNICAL PROGRAM MANAGER","Minneapolis, MN",11,133000
OTHERS,"PRODUCT DESIGNER","Sao Paulo, SP, Brazil",10,133000
OTHERS,"SOLUTION ARCHITECT","Orlando, FL",8.6,133000
AMAZON,"SOFTWARE ENGINEER","San Diego, CA",5.625,133000
OTHERS,"SOFTWARE ENGINEER","Gilbert, AZ",4.666666666666667,133000
OTHERS,"SOFTWARE ENGINEER","Poway, CA",10,133000
GOOGLE,"SOLUTION ARCHITECT","Seattle, WA",17.666666666666668,133000
OTHERS,"SOFTWARE ENGINEER","Abingdon, MD",8,133000
OTHERS,"PRODUCT DESIGNER","Littleton, MA",9,133000
MICROSOFT,"SOFTWARE ENGINEER","Colorado Springs, CO",3,133000
MICROSOFT,"TECHNICAL PROGRAM MANAGER","Pensacola, FL",10,133000
ORACLE,"SOFTWARE ENGINEER","New York, NY",4.125,133000
OTHERS,"HARDWARE ENGINEER","Tucson, AZ",3,133000
OTHERS,"PRODUCT MANAGER","Birmingham, AL",10,133000
OTHERS,"SOFTWARE ENGINEER","Greenwood Village, CO",7,133000
AMAZON,"SOFTWARE ENGINEERING MANAGER","Vancouver, BC, Canada",13.789473684210526,132684.2105263158
AMAZON,"SOFTWARE ENGINEERING MANAGER","Austin, TX",15.083333333333334,132666.66666666666
OTHERS,"SOFTWARE ENGINEER","Cupertino, CA",2.6666666666666665,132666.66666666666
AMAZON,"SOLUTION ARCHITECT","Palo Alto, CA",9.6,132600
GOOGLE,"SOFTWARE ENGINEER","Venice, CA",10,132600
OTHERS,"DATA SCIENTIST","Hillsboro, OR",5.7,132600
AMAZON,"SOFTWARE ENGINEER","Madison, WI",3.5,132500
MICROSOFT,"BUSINESS ANALYST","Dallas, TX",12.5,132500
ORACLE,"SOFTWARE ENGINEER","Zurich, ZH, Switzerland",0.5,132500
OTHERS,"MANAGEMENT CONSULTANT","Provo, UT",7,132500
OTHERS,"PRODUCT MANAGER","Zurich, ZH, Switzerland",7.5,132500
GOOGLE,"HUMAN RESOURCES","San Francisco, CA",8.2,132400
OTHERS,"MECHANICAL ENGINEER","Hillsboro, OR",19.4,132400
OTHERS,"PRODUCT MANAGER","Manhattan Beach, CA",5.666666666666667,132333.33333333334
OTHERS,"TECHNICAL PROGRAM MANAGER","San Diego, CA",12,132333.33333333334
OTHERS,MARKETING,"New York, NY",8.9375,132250
AMAZON,"SOLUTION ARCHITECT","Atlanta, GA",12.916666666666666,132166.66666666666
OTHERS,"SOFTWARE ENGINEER","Lehi, UT",8.341463414634147,132143.9024390244
AMAZON,"MECHANICAL ENGINEER","Seattle, WA",6.888888888888889,132111.11111111112
OTHERS,RECRUITER,"Brooklyn, NY",6,132000
OTHERS,"DATA SCIENTIST","Chicago Heights, IL",5,132000
OTHERS,"SOLUTION ARCHITECT","New Orleans, LA",10,132000
OTHERS,"SOFTWARE ENGINEER","Friday Harbor, WA",15,132000
GOOGLE,"SOFTWARE ENGINEER","Round Rock, TX",7,132000
OTHERS,RECRUITER,"Boulder, CO",20,132000
OTHERS,"SOFTWARE ENGINEER","Longmont, CO",9.333333333333334,132000
MICROSOFT,SALES,"Tel Aviv, TA, Israel",20,132000
MICROSOFT,"SOLUTION ARCHITECT","Detroit, MI",18,132000
OTHERS,"SOFTWARE ENGINEER","La Crosse, WI",7,132000
OTHERS,"SOFTWARE ENGINEER","Glen Allen, VA",19,132000
OTHERS,"HARDWARE ENGINEER","Boston, MA",8.76923076923077,131846.15384615384
GOOGLE,"PRODUCT MANAGER","New York, NY",9.92,131800
OTHERS,"DATA SCIENTIST","Redwood City, CA",3.3333333333333335,131666.66666666666
AMAZON,"HARDWARE ENGINEER","Redmond, WA",5,131666.66666666666
GOOGLE,"BUSINESS ANALYST","New York, NY",5.833333333333333,131666.66666666666
OTHERS,"PRODUCT MANAGER","Washington, DC",6.564102564102564,131641.02564102566
AMAZON,"SOFTWARE ENGINEER","Phoenix, AZ",4.857142857142857,131571.42857142858
OTHERS,"PRODUCT DESIGNER","Pleasanton, CA",5.571428571428571,131571.42857142858
AMAZON,"SOFTWARE ENGINEER","Portland, OR",6.4,131550
OTHERS,"PRODUCT DESIGNER","Bellevue, WA",5.75,131500
OTHERS,"DATA SCIENTIST","Vienna, VA",3.5,131500
OTHERS,"PRODUCT MANAGER","Stuttgart, BW, Germany",9.333333333333334,131333.33333333334
OTHERS,"SOFTWARE ENGINEER","Boston, MA",5.88006993006993,131236.01398601398
OTHERS,"HARDWARE ENGINEER","Chicago, IL",10.666666666666666,131166.66666666666
AMAZON,"SOLUTION ARCHITECT","Irvine, CA",10,131000
OTHERS,"BUSINESS ANALYST","Gaithersburg, MD",10.333333333333334,131000
OTHERS,RECRUITER,"Redmond, WA",5,131000
GOOGLE,"SOFTWARE ENGINEER","Santa Cruz, CA",2.5,131000
GOOGLE,"SOFTWARE ENGINEER","Georgiana, AL",1,131000
GOOGLE,"SOFTWARE ENGINEER","Cambridge, MA, United States",2.5,131000
OTHERS,"DATA SCIENTIST","Cleveland, OH",5.5,131000
OTHERS,"MECHANICAL ENGINEER","Pasadena, CA",5,131000
OTHERS,"HUMAN RESOURCES","Nashville, TN",7,131000
MICROSOFT,"SOFTWARE ENGINEER","Cheyenne, WY",7,131000
OTHERS,"PRODUCT MANAGER","Basking Ridge, NJ",5.5,131000
OTHERS,"MANAGEMENT CONSULTANT","Atlanta, GA",6.146341463414634,130951.21951219512
MICROSOFT,"SOFTWARE ENGINEER","Cambridge, MA",4.5,130888.88888888889
OTHERS,"PRODUCT MANAGER","San Diego, CA",8.151515151515152,130818.18181818182
GOOGLE,SALES,"New York, NY",7.8,130800
ORACLE,"SOFTWARE ENGINEER","Broomfield, CO",6.625,130750
OTHERS,"SOFTWARE ENGINEER","Ames, IA",6.333333333333333,130666.66666666667
OTHERS,"PRODUCT MANAGER","Boulder, CO",6.333333333333333,130666.66666666667
AMAZON,"SOLUTION ARCHITECT","Luxembourg, LU, Luxembourg",17.333333333333332,130666.66666666667
OTHERS,"MECHANICAL ENGINEER","Houston, TX",3.9166666666666665,130666.66666666667
OTHERS,"HUMAN RESOURCES","Philadelphia, PA",11,130666.66666666667
GOOGLE,SALES,"Austin, TX",6.333333333333333,130666.66666666667
OTHERS,"SOFTWARE ENGINEER","Boxborough, MA",11,130625
OTHERS,"HARDWARE ENGINEER","Hillsboro, OR",8.482758620689655,130620.68965517242
